333,500
395,495
500,298
345,500
322,484
500,375
382,384
375,500
300,225
887,629
500,375
800,600
375,500
500,464
500,375
380,253
299,415
500,375
360,351
333,500
480,333
500,336
500,333
493,500
450,320
375,500
448,336
640,853
640,480
333,500
500,333
500,333
366,500
278,274
357,238
500,375
391,500
500,375
375,500
500,495
300,430
500,375
375,500
500,337
500,375
400,500
330,251
500,375
500,375
448,336
500,375
500,333
500,500
320,240
500,333
352,288
500,600
345,360
500,333
250,238
360,273
375,500
600,607
369,500
500,375
445,500
375,500
450,338
500,375
333,500
500,375
500,375
500,333
200,262
320,319
500,375
200,229
500,375
500,375
500,333
500,500
599,428
157,211
500,375
500,333
468,344
500,333
333,500
359,500
500,375
478,500
336,500
640,480
500,333
500,333
500,375
351,500
500,375
375,500
500,385
500,405
3264,2448
500,375
375,500
500,333
500,334
239,252
500,467
240,206
500,375
500,334
500,375
500,375
280,420
500,374
500,333
500,375
500,405
500,375
500,377
281,500
334,500
360,300
338,500
300,225
500,333
250,188
500,375
225,168
500,375
223,287
375,500
500,375
500,408
500,375
500,375
800,534
500,332
400,359
215,214
500,353
500,332
332,332
500,375
500,375
500,375
500,319
500,375
500,375
401,363
416,530
461,500
500,375
240,182
550,413
519,334
260,331
220,214
640,480
403,302
210,210
437,382
150,103
640,479
600,448
332,218
320,240
190,168
125,100
250,269
320,343
358,370
216,288
191,178
301,271
180,230
500,436
250,197
619,495
230,161
300,225
225,293
393,425
200,150
500,375
600,449
500,375
400,322
143,225
640,480
300,266
800,600
600,450
421,405
250,333
180,180
300,233
300,225
288,232
640,558
414,298
300,237
180,220
378,303
435,293
442,277
300,290
473,355
180,138
400,295
375,316
362,429
600,800
320,280
320,240
250,211
148,171
320,379
217,211
200,150
500,421
600,449
600,800
515,446
386,291
350,369
600,449
640,480
400,266
385,391
461,371
530,397
399,255
480,600
331,342
385,391
375,283
373,373
350,272
600,448
200,200
600,449
476,331
240,184
600,467
640,713
150,170
432,365
150,132
180,148
200,185
350,337
290,321
400,341
600,801
817,429
300,271
600,449
275,297
350,469
538,450
200,183
190,174
210,210
410,317
240,240
410,281
375,500
358,424
567,452
426,284
398,550
600,449
186,207
350,303
287,350
406,400
237,250
460,447
196,260
450,390
200,200
200,200
307,293
717,600
218,207
441,397
220,300
200,150
368,317
600,450
200,180
335,300
600,530
250,250
598,701
216,232
341,282
640,480
200,168
200,150
500,375
375,500
435,328
400,369
600,449
232,300
325,340
250,423
230,216
120,120
290,290
600,800
465,576
130,122
150,150
500,375
300,225
450,365
275,371
600,449
269,292
600,449
360,254
216,324
200,191
350,278
220,220
218,178
480,427
200,309
250,320
277,232
600,470
180,156
600,618
227,204
500,375
500,375
500,375
500,375
500,375
500,334
375,500
500,375
500,333
500,375
500,421
500,375
500,375
300,295
500,375
800,818
500,332
500,333
500,412
500,375
500,333
333,500
375,500
500,334
500,374
480,360
500,332
250,250
500,333
322,385
500,375
374,500
500,375
500,384
460,306
500,333
500,333
500,375
417,500
500,375
500,375
332,500
500,338
500,375
350,240
383,500
500,375
333,500
500,375
500,375
500,335
375,500
375,500
500,375
375,500
500,375
500,426
500,301
500,375
333,500
500,375
500,400
299,395
360,304
378,500
500,500
500,375
500,375
500,399
500,375
375,500
375,500
500,375
333,500
500,375
358,500
500,333
500,500
500,406
400,300
320,246
500,336
375,500
500,375
350,262
500,375
500,375
333,500
500,375
500,375
500,375
321,333
500,375
500,375
375,500
500,333
500,409
500,375
299,396
500,375
500,375
375,500
500,375
500,375
500,375
500,332
455,500
500,333
500,375
500,375
333,500
480,361
480,360
500,375
500,375
500,375
441,500
400,500
375,500
500,322
500,375
500,375
500,500
500,375
500,375
500,333
500,375
500,333
500,375
500,334
500,375
500,375
322,457
333,500
500,333
500,375
333,500
448,335
500,375
500,333
500,333
300,299
320,240
468,490
480,500
500,333
500,375
500,375
500,333
500,375
500,333
500,375
360,306
242,229
500,332
448,336
500,375
500,446
444,500
485,500
500,375
500,375
500,375
500,375
300,337
216,192
500,375
375,500
480,361
500,375
500,373
500,375
500,375
500,400
500,375
500,334
500,432
500,332
450,300
500,333
500,375
500,334
500,333
375,500
500,439
500,375
406,500
500,375
500,332
500,333
500,375
480,500
500,375
500,375
1268,928
480,361
480,361
375,500
500,375
500,333
375,500
500,375
500,375
500,375
500,333
500,375
500,375
326,500
500,333
279,400
333,500
500,375
500,375
500,299
500,335
500,375
500,333
500,375
500,375
500,315
500,375
500,375
333,500
445,500
333,500
500,375
500,375
500,408
500,375
375,500
375,500
500,375
500,375
500,375
500,333
500,334
500,375
500,375
500,375
500,375
333,500
500,375
300,225
199,217
500,375
500,333
500,375
500,375
500,375
500,333
500,332
399,298
250,172
350,265
500,333
360,231
375,500
333,500
385,300
327,500
500,375
500,375
500,333
274,173
300,190
300,332
500,333
500,333
500,375
500,357
500,333
500,333
500,375
500,333
333,500
500,375
500,375
500,375
500,375
492,500
500,333
500,333
450,338
360,270
500,375
500,333
500,375
500,375
500,375
500,400
500,375
500,375
500,333
500,375
500,333
345,500
487,500
400,300
500,333
500,334
500,375
500,375
500,333
500,333
200,300
333,500
500,375
500,375
500,333
333,500
500,375
500,375
200,200
500,333
500,375
333,500
500,375
500,375
500,375
146,189
500,343
500,400
333,500
333,500
500,375
500,333
360,287
400,202
450,300
192,275
500,335
333,500
300,225
375,500
500,333
500,375
255,221
500,333
398,445
500,333
320,240
312,350
459,340
333,500
375,500
375,500
500,375
500,333
500,333
333,500
500,375
333,500
342,488
500,375
500,333
500,375
500,333
500,333
500,375
500,333
500,333
250,188
333,500
403,457
500,375
400,324
500,333
500,375
500,375
500,333
500,468
500,375
375,500
375,500
500,333
500,375
500,375
500,333
1280,960
250,179
500,375
277,206
300,225
500,375
800,600
190,200
320,390
500,375
500,498
341,360
500,267
500,333
500,375
500,375
500,357
500,375
500,375
350,307
350,323
333,500
500,333
500,375
270,360
333,500
333,500
500,375
500,350
500,375
500,375
375,500
320,240
500,375
500,326
353,500
500,375
500,375
500,375
500,334
333,500
375,500
338,500
500,438
500,376
500,375
500,375
500,500
500,375
500,243
500,333
500,375
500,375
345,500
500,375
500,375
375,500
500,375
500,335
500,375
375,500
500,375
500,375
500,375
360,244
333,500
500,333
320,240
500,364
500,375
500,375
500,390
500,375
376,500
497,500
500,375
375,500
336,500
500,500
375,500
360,272
500,386
500,346
375,500
300,225
333,500
500,375
500,375
500,321
500,378
375,500
500,375
500,374
500,357
500,375
500,375
375,500
500,333
500,375
500,334
500,333
500,375
500,375
500,375
332,500
500,333
500,375
404,270
360,270
500,400
394,250
375,500
500,333
500,375
500,375
500,375
300,291
500,375
500,375
425,480
500,375
300,225
500,375
500,374
500,375
500,375
500,375
375,500
400,409
500,375
500,375
294,220
500,375
500,333
500,375
500,334
416,500
494,500
500,375
410,308
500,353
375,500
500,345
500,375
500,375
289,243
500,375
500,375
375,500
375,500
500,375
584,390
500,375
500,333
500,333
500,375
319,480
333,441
500,374
500,375
500,375
500,375
291,267
500,375
400,500
500,375
375,500
500,375
500,375
500,375
500,375
382,500
500,376
